"DateTime","NIFTY 50"
"1999-03-05 00:00:00",1054.45
"1999-03-08 00:00:00",1072.1
"1999-03-09 00:00:00",1078.35
"1999-03-10 00:00:00",1078.85
"1999-03-11 00:00:00",1059.6
"1999-03-12 00:00:00",1072.65
"1999-03-15 00:00:00",1073.95
"1999-03-16 00:00:00",1053.15
"1999-03-17 00:00:00",1060.65
"1999-03-18 00:00:00",1074.6
"1999-03-19 00:00:00",1062.9
"1999-03-20 00:00:00",1060.35
"1999-03-22 00:00:00",1063
"1999-03-23 00:00:00",1072.95
"1999-03-24 00:00:00",1062.8
"1999-03-25 00:00:00",1054.9
"1999-03-26 00:00:00",1041.25
"1999-03-30 00:00:00",1054.6
"1999-03-31 00:00:00",1078.05
"1999-04-01 00:00:00",1063.45
"1999-04-05 00:00:00",1011.4
"1999-04-06 00:00:00",1024.2
"1999-04-07 00:00:00",1031.05
"1999-04-08 00:00:00",1020.35
"1999-04-09 00:00:00",993.4
"1999-04-12 00:00:00",998.2
"1999-04-13 00:00:00",994.25
"1999-04-15 00:00:00",968.6
"1999-04-16 00:00:00",1044.45
"1999-04-17 00:00:00",966.95
"1999-04-19 00:00:00",993.9
